"Taxa"	"Hera_1"	"Wolverine_1"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"JarJarBinks_3"	"Goose_4"	"Korra_6"	"Hera_7"	"Iris_7"	"Korra_9"	"Hamlet_11"	"Hera_11"	"JarJarBinks_11"	"Hera_14"	"Iris_14"	"JarJarBinks_14"	"Kubo_14"	"Wolverine_14"	"JarJarBinks_15"	"Kubo_15"	"Iris_17"	"Kubo_17"	"Lambchop_17"	"Wolverine_17"	"Hamlet_18"	"Hera_18"	"Iris_18"	"JarJarBinks_18"	"Kubo_18"	"Lambchop_18"	"Wolverine_18"	"Ophelia_19"	"Wolverine_19"	"Goose_20"	"Hamlet_20"	"Hera_20"	"Iris_20"	"Korra_20"	"Ophelia_20"	"Hamlet_21"	"JarJarBinks_21"	"Korra_21"	"Kubo_21"	"Goose_22"	"Hamlet_22"	"Hera_22"	"Iris_22"	"Kubo_22"	"Hamlet_23"	"Iris_23"	"Korra_23"	"Hera_24"	"Kubo_24"	"Ophelia_24"	"Wolverine_24"	"Kubo_25"	"JarJarBinks_29"	"Korra_29"	"Kubo_30"	"Hamlet_31"	"JarJarBinks_32"	"Goose_37"	"Hera_37"	"Kubo_37"	"Lambchop_37"	"Ophelia_37"	"Wolverine_37"	"Hamlet_41"	"Hera_41"	"Goose_42"	"Lambchop_42"	"Ophelia_43"	"Goose_44"	"Iris_44"	"JarJarBinks_44"	"Lambchop_44"	"Hamlet_45"	"Hera_45"	"JarJarBinks_45"	"Korra_45"	"Ophelia_45"	"Goose_46"	"Hamlet_46"	"Iris_46"	"Lambchop_46"	"Hamlet_48"	"Hera_48"	"Iris_48"	"JarJarBinks_48"	"Korra_48"	"Kubo_48"	"Lambchop_48"	"Ophelia_48"	"Wolverine_48"	"Iris_49"	"JarJarBinks_49"	"Kubo_49"	"Ophelia_49"	"Wolverine_49"	"JarJarBinks_50"	"Korra_50"	"Kubo_50"	"Lambchop_50"	"Ophelia_50"	"Wolverine_50"	"Lambchop_51"	"Goose_52"	"JarJarBinks_52"	"Kubo_52"	"Hera_53"	"Kubo_53"	"Iris_55"	"Lambchop_55"	"Ophelia_55"	"Ophelia_57"	"Wolverine_57"	"Goose_58"	"Wolverine_58"	"Goose_59"	"Hamlet_59"	"Iris_59"	"Ophelia_59"	"Iris_60"	"Wolverine_60"	"Hamlet_67"	"Hera_67"	"JarJarBinks_68"
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.367555555555556	0.394	0.0195555555555556	0.0651111111111111	0.00311111111111111	0.225777777777778	0	0.130555555555556	0.341555555555556	0.166333333333333	0.155333333333333	0.254888888888889	0.437111111111111	0.174444444444444	0.454444444444444	0.205555555555556	0.148444444444444	0.105555555555556	0.332	0.262444444444444	0.378444444444444	0.231333333333333	0.378222222222222	0.212	0.515333333333333	0.195555555555556	0.176444444444444	0.192666666666667	0.155777777777778	0.333555555555556	0.264222222222222	0.418888888888889	0.194222222222222	0.315555555555556	0.18	0.102888888888889	0.098	0.392444444444444	0.114222222222222	0.149555555555556	0.250888888888889	0.122888888888889	0.162444444444444	0.225555555555556	0.18	0.084	0.139777777777778	0.428	0.264444444444444	0.203777777777778	0.236222222222222	0.173333333333333	0.164	0.268222222222222	0.266666666666667	0.610666666666667	0.105111111111111	0.262666666666667	0.285555555555556	0.132888888888889	0.351555555555556	0.116444444444444	0.138444444444444	0.147555555555556	0.426666666666667	0.0913333333333333	0.0546666666666667	0.374222222222222	0.253222222222222	0.344888888888889	0.151555555555556	0.135777777777778	0.252666666666667	0.204444444444444	0.274666666666667	0.0111111111111111	0.209777777777778	0.104444444444444	0.102444444444444	0.0944444444444444	0.123555555555556	0.309555555555556	0.0493333333333333	0.161333333333333	0.184666666666667	0.294222222222222	0.125555555555556	0.118444444444444	0.241333333333333	0.109777777777778	0.172222222222222	0.187555555555556	0.217555555555556	0.0851111111111111	0.296	0.237333333333333	0.0931111111111111	0.214222222222222	0.0555555555555556	0.268222222222222	0.101333333333333	0.174666666666667	0.156444444444444	0.302222222222222	0.0235555555555556	0.392666666666667	0.324666666666667	0.212444444444444	0.12	0.0908888888888889	0.222888888888889	0.159333333333333	0.254444444444444	0.166222222222222	0.181111111111111	0.157111111111111	0.251777777777778	0.168666666666667	0.452888888888889	0.146222222222222	0.204222222222222	0.100888888888889	0.052	0.0442222222222222	0.382222222222222	0.0175555555555556	0.436666666666667	0.165555555555556
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.202222222222222	0.151555555555556	0.0693333333333333	0.0157777777777778	0.0506666666666667	0.184222222222222	0	0.239	0.173777777777778	0.193555555555556	0.0953333333333333	0.0706666666666667	0.0724444444444445	0.172666666666667	0.151111111111111	0.113555555555556	0.208888888888889	0.115555555555556	0.145555555555556	0.143333333333333	0.124444444444444	0.219111111111111	0.0768888888888889	0	0.0744444444444444	0.331555555555556	0.253777777777778	0.188	0.188	0.191555555555556	0	0.155111111111111	0.307555555555556	0.123777777777778	0.152888888888889	0.263555555555556	0.339111111111111	0.130222222222222	0.181555555555556	0.152666666666667	0.258888888888889	0.162444444444444	0.177555555555556	0.255333333333333	0.108	0.0448888888888889	0.260666666666667	0.116222222222222	0.208888888888889	0.280222222222222	0.142	0.142888888888889	0.241111111111111	0.112222222222222	0.152444444444444	0.0862222222222222	0.133111111111111	0.163111111111111	0.0973333333333333	0.148888888888889	0.141555555555556	0.162666666666667	0.256888888888889	0.202222222222222	0.176	0.191555555555556	0.094	0.207111111111111	0.199111111111111	0.172	0.198	0.263111111111111	0.186222222222222	0.119333333333333	0.115777777777778	0.0202222222222222	0.303333333333333	0.132444444444444	0.139777777777778	0.0471111111111111	0.0793333333333333	0.142666666666667	0.228222222222222	0.157111111111111	0.163555555555556	0.143777777777778	0.246666666666667	0.258	0.166888888888889	0.165777777777778	0.126444444444444	0.258444444444444	0.169555555555556	0.230888888888889	0.0817777777777778	0.152222222222222	0.173111111111111	0.261333333333333	0.238888888888889	0.179555555555556	0.19	0.302222222222222	0.289333333333333	0.204	0.0553333333333333	0.0951111111111111	0.124444444444444	0.160444444444444	0.279777777777778	0.145111111111111	0.327333333333333	0.278222222222222	0.197555555555556	0.103777777777778	0.172888888888889	0.108666666666667	0.0575555555555556	0.180888888888889	0.0955555555555556	0.226888888888889	0.163333333333333	0.238444444444444	0.128222222222222	0.178222222222222	0.112	0.0391111111111111	0.137333333333333	0.151555555555556
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0777777777777778	0.106222222222222	0.0162222222222222	0.0211111111111111	0.00222222222222222	0.189333333333333	0	0.0443333333333333	0.176666666666667	0.216666666666667	0.105777777777778	0.0153333333333333	0.0353333333333333	0.0162222222222222	0.0391111111111111	0.0508888888888889	0.0264444444444444	0.0193333333333333	0.0768888888888889	0.0388888888888889	0.056	0.144666666666667	0.104444444444444	0.0782222222222222	0.111333333333333	0.119111111111111	0.158222222222222	0.135333333333333	0.0917777777777778	0.0995555555555555	0.376666666666667	0.148222222222222	0.0804444444444444	0.111111111111111	0.245555555555556	0.0333333333333333	0.107111111111111	0.154444444444444	0.0582222222222222	0.0311111111111111	0.098	0.318222222222222	0.143777777777778	0.0971111111111111	0.14	0.0248888888888889	0.00155555555555556	0.174222222222222	0.0788888888888889	0.107333333333333	0.220222222222222	0.120444444444444	0.118444444444444	0.133111111111111	0.038	0.0693333333333333	0.0408888888888889	0.104666666666667	0.0608888888888889	0.0624444444444444	0.109333333333333	0.148	0.110444444444444	0.0684444444444444	0.0608888888888889	0.143111111111111	0.0162222222222222	0.0862222222222222	0.0468888888888889	0.0522222222222222	0.182	0.0853333333333333	0.0388888888888889	0.353555555555556	0.104666666666667	0.0151111111111111	0.0544444444444444	0.0513333333333333	0.0651111111111111	0.0133333333333333	0.109777777777778	0.0391111111111111	0.0913333333333333	0.0995555555555555	0.103555555555556	0.0495555555555556	0.0997777777777778	0.0915555555555556	0.165555555555556	0.101333333333333	0.170666666666667	0.0688888888888889	0.300444444444444	0.0386666666666667	0.0864444444444444	0.297333333333333	0.156888888888889	0.107111111111111	0.0382222222222222	0.0988888888888889	0.328222222222222	0.101555555555556	0.139333333333333	0.102888888888889	0.00711111111111111	0.0984444444444444	0.254888888888889	0.216888888888889	0.240222222222222	0.0588888888888889	0.0855555555555556	0.123777777777778	0.179333333333333	0.0671111111111111	0.0224444444444444	0.052	0.0611111111111111	0.230222222222222	0.0713333333333333	0.182666666666667	0.0746666666666667	0.147111111111111	0.0677777777777778	0.0793333333333333	0.133777777777778	0.01	0.227777777777778	0.138222222222222
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0648888888888889	0.0746666666666667	0.212666666666667	0.152888888888889	0.197333333333333	0.0275555555555556	0.000111111111111111	0.0626666666666667	0.07	0.0196666666666667	0.0737777777777778	0.119333333333333	0.0691111111111111	0.0982222222222222	0.110666666666667	0.0577777777777778	0.165555555555556	0.0393333333333333	0.0206666666666667	0.0855555555555556	0.0382222222222222	0.0462222222222222	0.042	0	0.134666666666667	0.128	0.176888888888889	0.0802222222222222	0.0528888888888889	0.06	0	0.0713333333333333	0.141333333333333	0.0608888888888889	0.0331111111111111	0.149111111111111	0.165111111111111	0.0311111111111111	0.0455555555555556	0.0815555555555556	0.0775555555555556	0.0611111111111111	0.0384444444444444	0.0642222222222222	0.0293333333333333	0.0326666666666667	0.0166666666666667	0.0584444444444444	0.0313333333333333	0.14	0.0286666666666667	0.0286666666666667	0.226	0.0333333333333333	0.158222222222222	0.0588888888888889	0.0413333333333333	0.038	0.0168888888888889	0.0117777777777778	0.102	0.035	0.0164444444444444	0.230888888888889	0.0548888888888889	0.0164444444444444	0.0646666666666667	0.0448888888888889	0.0982222222222222	0.123555555555556	0.0135555555555556	0.0313333333333333	0.0835555555555555	0.00422222222222222	0.0675555555555555	0.0215555555555556	0.0131111111111111	0.330666666666667	0.312222222222222	0.0404444444444444	0.052	0.0962222222222222	0.0646666666666667	0.214222222222222	0.0831111111111111	0.0331111111111111	0.180888888888889	0.172666666666667	0.0415555555555556	0.028	0.0208888888888889	0.126666666666667	0.0113333333333333	0.229777777777778	0.0828888888888889	0.0266666666666667	0.0357777777777778	0.0784444444444444	0.224888888888889	0.0926666666666667	0.0251111111111111	0.0122222222222222	0.07	0.0162222222222222	0.0402222222222222	0.0384444444444444	0.00844444444444444	0.0202222222222222	0.0231111111111111	0.0237777777777778	0.0673333333333333	0.0822222222222222	0.0315555555555556	0.0322222222222222	0.0871111111111111	0.208666666666667	0.0444444444444444	0.0122222222222222	0.03	0.016	0.148	0.0715555555555556	0.0917777777777778	0.106444444444444	0.0651111111111111	0.502	0.0184444444444444	0.0413333333333333
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.000444444444444444	0	0.000222222222222222	0.000444444444444444	0.00177777777777778	0.00266666666666667	0.436111111111111	0.00122222222222222	0	0	0.00822222222222222	0.002	0.0433333333333333	0.0666666666666667	0.0353333333333333	0	0.0133333333333333	0.344222222222222	0	0.0228888888888889	0.068	0.000222222222222222	0.0331111111111111	0.298222222222222	0	0.00155555555555556	0.000888888888888889	0	0.0131111111111111	0.00311111111111111	0.122666666666667	0	0.000666666666666667	0	0	0.262222222222222	0.00666666666666667	0	0.132222222222222	0.344888888888889	0.0893333333333333	0.0166666666666667	0.128666666666667	0.0355555555555556	0.101777777777778	0.660666666666667	0	0	0.026	0.00466666666666667	0	0.195555555555556	0.000666666666666667	0.0995555555555555	0.00355555555555556	0.000222222222222222	0.000888888888888889	0.0471111111111111	0.287555555555556	0.0171111111111111	0.00755555555555556	0.099	0.024	0.000666666666666667	0.0104444444444444	0.0424444444444444	0.420888888888889	0.00311111111111111	0.00933333333333333	0.00733333333333333	0.00844444444444444	0.000666666666666667	0.0184444444444444	0.016	0	0.00444444444444444	0.000666666666666667	0.000222222222222222	0.00111111111111111	0.00822222222222222	0.0582222222222222	0.00777777777777778	0.000444444444444444	0.000888888888888889	0.0284444444444444	0.00111111111111111	0.000444444444444444	0.00555555555555556	0	0.167555555555556	0.0926666666666667	0	0.000888888888888889	0.00288888888888889	0.200222222222222	0.000222222222222222	0.0275555555555556	0.000222222222222222	0.0291111111111111	0.0637777777777778	0.0137777777777778	0.0108888888888889	0.00466666666666667	0.000444444444444444	0.484666666666667	0.256444444444444	0	0.000222222222222222	0.00422222222222222	0.190222222222222	0.00666666666666667	0.0108888888888889	0	0.00244444444444444	0.0937777777777778	0.00888888888888889	0.421111111111111	0.0513333333333333	0.200222222222222	0.0111111111111111	0.0264444444444444	0	0.084	0	0.0395555555555556	0.002	0	0.038
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Oribacterium"	0.0528888888888889	0.0442222222222222	0.0195555555555556	0.00822222222222222	0.00311111111111111	0.148222222222222	0.000111111111111111	0.0473333333333333	0.0735555555555556	0.132666666666667	0.0911111111111111	0.0224444444444444	0.0453333333333333	0.0171111111111111	0.0442222222222222	0.0217777777777778	0.0417777777777778	0.0153333333333333	0.0393333333333333	0.0473333333333333	0.03	0.0562222222222222	0.0551111111111111	0	0.0331111111111111	0.0564444444444444	0.0637777777777778	0.0382222222222222	0.0653333333333333	0.0297777777777778	0	0.0495555555555556	0.0317777777777778	0.03	0.115111111111111	0.0331111111111111	0.107111111111111	0.0553333333333333	0.132	0.0226666666666667	0.0413333333333333	0.0535555555555556	0.0731111111111111	0.0366666666666667	0.0933333333333333	0.0184444444444444	0.0384444444444444	0.0324444444444444	0.0248888888888889	0.0604444444444444	0.064	0.0631111111111111	0.0644444444444444	0.0888888888888889	0.028	0.0366666666666667	0.0133333333333333	0.0944444444444444	0.0266666666666667	0.0268888888888889	0.04	0.0892222222222222	0.0855555555555556	0.078	0.0355555555555556	0.1	0.0155555555555556	0.0646666666666667	0.122222222222222	0.0633333333333333	0.0735555555555556	0.0268888888888889	0.0413333333333333	0.0924444444444444	0.0491111111111111	0.008	0.0446666666666667	0.0293333333333333	0.0502222222222222	0.0148888888888889	0.0591111111111111	0.034	0.064	0.0555555555555556	0.0573333333333333	0.0104444444444444	0.0964444444444444	0.100444444444444	0.0668888888888889	0.0824444444444444	0.0402222222222222	0.0326666666666667	0.042	0.0333333333333333	0.044	0.0684444444444444	0.186444444444444	0.0326666666666667	0.0415555555555556	0.0671111111111111	0.07	0.0508888888888889	0.0526666666666667	0.0135555555555556	0.00555555555555556	0.0208888888888889	0.0122222222222222	0.0622222222222222	0.101777777777778	0.0582222222222222	0.0724444444444445	0.0588888888888889	0.0717777777777778	0.0106666666666667	0.0371111111111111	0.0371111111111111	0.0408888888888889	0.0242222222222222	0.0408888888888889	0.0735555555555556	0.0695555555555556	0.100888888888889	0.0357777777777778	0.0515555555555556	0.0293333333333333	0.0182222222222222	0.0344444444444444	0.0786666666666667
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella"	0.0824444444444444	0	0.246	0.0282222222222222	0.00333333333333333	0.0526666666666667	0.000111111111111111	0.0188888888888889	0.0175555555555556	0.0106666666666667	0.154666666666667	0.00111111111111111	0.00133333333333333	0.006	0.00422222222222222	0.00777777777777778	0.00377777777777778	0.00466666666666667	0.00222222222222222	0.002	0.00466666666666667	0.00844444444444444	0.00933333333333333	0	0	0.00444444444444444	0.004	0.0135555555555556	0.0782222222222222	0.0268888888888889	0	0	0.00844444444444444	0.0144444444444444	0.0497777777777778	0.00244444444444444	0.00266666666666667	0.00866666666666667	0.062	0.00444444444444444	0.00866666666666667	0.0713333333333333	0.0722222222222222	0.0173333333333333	0.0935555555555556	0.00466666666666667	0.141111111111111	0.00933333333333333	0.0151111111111111	0.00377777777777778	0.0246666666666667	0.0348888888888889	0.00533333333333333	0.0702222222222222	0.00577777777777778	0.000222222222222222	0.0195555555555556	0.034	0.00911111111111111	0.00711111111111111	0.0128888888888889	0.0642222222222222	0.12	0.0102222222222222	0.0606666666666667	0.0917777777777778	0.00355555555555556	0.00266666666666667	0.00844444444444444	0.00644444444444444	0.08	0.338888888888889	0.00177777777777778	0.0173333333333333	0.0122222222222222	0.258888888888889	0.265555555555556	0.0213333333333333	0.0142222222222222	0.00288888888888889	0.207111111111111	0.006	0.177111111111111	0.02	0.016	0.326	0.00822222222222222	0.00555555555555556	0.012	0.0606666666666667	0.101777777777778	0.127777777777778	0.0675555555555555	0.0128888888888889	0.00622222222222222	0.0106666666666667	0.0682222222222222	0.126444444444444	0.0151111111111111	0.00444444444444444	0.0535555555555556	0.194	0.0835555555555555	0.238222222222222	0.000888888888888889	0.000888888888888889	0.194222222222222	0.098	0.0586666666666667	0.149333333333333	0.00244444444444444	0.0606666666666667	0.008	0.519333333333333	0.00488888888888889	0.0148888888888889	0.00155555555555556	0.0497777777777778	0.000666666666666667	0.0826666666666667	0.00711111111111111	0.0137777777777778	0.0317777777777778	0.0173333333333333	0.00333333333333333	0.00133333333333333	0.000888888888888889	0.0757777777777778
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0	0	0	0.000444444444444444	0.582	0.0186666666666667	0.000111111111111111	0.191444444444444	0	0	0	0	0	0.00622222222222222	0	0	0	0.0166666666666667	0	0	0.00822222222222222	0	0.032	0	0	0.000222222222222222	0	0	0.228	0.018	0	0.000666666666666667	0	0	0.0293333333333333	0.000222222222222222	0.000222222222222222	0	0	0	0	0.076	0	0.0437777777777778	0.0293333333333333	0	0.289111111111111	0	0.174444444444444	0.000222222222222222	0.000222222222222222	0	0	0	0.000222222222222222	0	0.495555555555556	0.122444444444444	0	0.473555555555556	0	0.0756666666666667	0.0775555555555556	0	0	0.103777777777778	0	0	0.000111111111111111	0	0.0755555555555556	0.00333333333333333	0	0.0253333333333333	0.000222222222222222	0.208666666666667	0.00888888888888889	0	0	0	0.00111111111111111	0	0.0524444444444444	0	0	0.00977777777777778	0.000222222222222222	0.000222222222222222	0	0.0413333333333333	0.000444444444444444	0	0.0631111111111111	0	0	0	0.0291111111111111	0	0	0	0.0362222222222222	0.000222222222222222	0	0.0102222222222222	0	0	0.006	0.0851111111111111	0.00955555555555555	0	0.000222222222222222	0	0	0.00355555555555556	0	0	0.000222222222222222	0.0986666666666667	0.000222222222222222	0.103555555555556	0.000222222222222222	0	0	0	0	0.000222222222222222	0.000222222222222222	0.062
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.000888888888888889	0	0	0.000222222222222222	0.00222222222222222	0.00133333333333333	0.234111111111111	0.000777777777777778	0	0	0.00444444444444444	0.00222222222222222	0.0417777777777778	0.0417777777777778	0.00111111111111111	0	0	0.188	0	0.000222222222222222	0.0413333333333333	0	0.0195555555555556	0.388222222222222	0	0.000222222222222222	0	0	0.00555555555555556	0.000888888888888889	0.166444444444444	0	0.000666666666666667	0	0.000222222222222222	0.00555555555555556	0	0	0.0904444444444444	0.00688888888888889	0.00133333333333333	0.008	0.0846666666666667	0.0211111111111111	0.064	0.0406666666666667	0	0	0.0186666666666667	0.00555555555555556	0	0.126222222222222	0	0.0588888888888889	0	0.000222222222222222	0.000444444444444444	0.0231111111111111	0.169777777777778	0.00933333333333333	0.00133333333333333	0.0473333333333333	0.0166666666666667	0	0.00666666666666667	0.0226666666666667	0.215111111111111	0	0.0255555555555556	0.0204444444444444	0.00488888888888889	0.00177777777777778	0.0104444444444444	0.00888888888888889	0	0.00177777777777778	0.000888888888888889	0.00111111111111111	0.00333333333333333	0.004	0.038	0.00311111111111111	0	0.00333333333333333	0.00133333333333333	0.00155555555555556	0.00133333333333333	0.0155555555555556	0	0.0982222222222222	0.0555555555555556	0	0.00111111111111111	0.00111111111111111	0.002	0	0.0133333333333333	0	0.0131111111111111	0.00377777777777778	0.00733333333333333	0.00666666666666667	0.000444444444444444	0.00333333333333333	0.247777777777778	0.00555555555555556	0.000222222222222222	0	0.00244444444444444	0.110444444444444	0.00533333333333333	0.000444444444444444	0	0.00977777777777778	0.0526666666666667	0.00555555555555556	0.00333333333333333	0.0388888888888889	0.000888888888888889	0.00866666666666667	0.0337777777777778	0	0.0475555555555556	0	0.00133333333333333	0.00177777777777778	0.000222222222222222	0.0153333333333333
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.00733333333333333	0.0177777777777778	0.0306666666666667	0.130666666666667	0.0115555555555556	0.00511111111111111	0	0.0236666666666667	0.00622222222222222	0.00844444444444444	0.0131111111111111	0.0195555555555556	0.00777777777777778	0.0346666666666667	0.00955555555555555	0.292666666666667	0.0586666666666667	0.0144444444444444	0.0877777777777778	0.0304444444444444	0.0153333333333333	0.058	0.00911111111111111	0.000222222222222222	0.0208888888888889	0.0122222222222222	0.0268888888888889	0.0675555555555555	0.0106666666666667	0.012	0	0.0128888888888889	0.02	0.0588888888888889	0.00466666666666667	0.0144444444444444	0.0237777777777778	0.0273333333333333	0.0133333333333333	0.0215555555555556	0.0126666666666667	0.0106666666666667	0.00488888888888889	0.0124444444444444	0.00533333333333333	0.00711111111111111	0.00444444444444444	0.0144444444444444	0.00822222222222222	0.0184444444444444	0.00666666666666667	0.00466666666666667	0.0193333333333333	0.00711111111111111	0.0446666666666667	0.00955555555555555	0.0171111111111111	0.00644444444444444	0.00355555555555556	0.00422222222222222	0.0168888888888889	0.00988888888888889	0.00444444444444444	0.0271111111111111	0.0175555555555556	0.00355555555555556	0.0226666666666667	0.012	0.0137777777777778	0.0175555555555556	0.00355555555555556	0.004	0.0248888888888889	0.00155555555555556	0.0422222222222222	0.0148888888888889	0.00244444444444444	0.0377777777777778	0.0624444444444444	0.0106666666666667	0.00955555555555555	0.0266666666666667	0.0137777777777778	0.0248888888888889	0.0464444444444444	0.00688888888888889	0.0435555555555556	0.048	0.0315555555555556	0.00666666666666667	0.00333333333333333	0.0324444444444444	0.00222222222222222	0.0942222222222222	0.0206666666666667	0.00844444444444444	0.0111111111111111	0.0153333333333333	0.0984444444444444	0.0193333333333333	0.00733333333333333	0.00244444444444444	0.0202222222222222	0.00155555555555556	0.0133333333333333	0.00622222222222222	0.00155555555555556	0.00444444444444444	0.00444444444444444	0.0111111111111111	0.0104444444444444	0.0164444444444444	0.0177777777777778	0.00444444444444444	0.0264444444444444	0.0586666666666667	0.0104444444444444	0.00288888888888889	0.00822222222222222	0.00488888888888889	0.036	0.0235555555555556	0.0311111111111111	0.102444444444444	0.0157777777777778	0.0822222222222222	0.00511111111111111	0.0115555555555556
