"","Ginger_2","Padme_5","Padme_6","Ginger_7","Padme_7","Charles_9","Franc_9","Grogu_9","Henry_9","Ivy_9","Buddy_11","Joans_11","Padme_11","Ginger_14","Buddy_16","Buddy_17","Ivy_17","Padme_17","Buddy_18","Ginger_18","Ivy_18","Franc_19","Ivy_19","Ginger_20","Buddy_21","Joans_21","Franc_22","Grogu_22","Henry_22","Joans_22","Marshmallow_22","Franc_24","Ginger_24","Henry_24","Ivy_24","Marshmallow_24","Henry_25","Ginger_29","Henry_29","Joans_29","Ginger_36","Grogu_36","Henry_36","Franc_37","Grogu_37","Grogu_41","Joans_41","Marshmallow_41","Ginger_42","Grogu_42","Henry_42","Ivy_42","Buddy_44","Franc_44","Ginger_44","Ivy_44","Joans_44","Marshmallow_44","Buddy_45","Franc_45","Grogu_45","Henry_45","Ivy_45","Joans_45","Marshmallow_45","Buddy_46","Charles_46","Ivy_46","Joans_46","Marshmallow_46","Franc_47","Ginger_47","Ivy_47","Marshmallow_47","Buddy_48","Charles_48","Franc_48","Grogu_48","Ivy_48","Joans_48","Marshmallow_48","Charles_49","Franc_49","Ginger_49","Henry_49","Ivy_49","Joans_49","Marshmallow_49","Buddy_50","Charles_50","Franc_50","Ginger_50","Grogu_50","Ivy_50","Joans_50","Charles_51","Franc_51","Joans_51","Buddy_52","Charles_52","Ginger_52","Grogu_52","Marshmallow_52","Franc_53","Marshmallow_53","Charles_55","Ginger_55","Ivy_55","Buddy_56","Franc_56","Grogu_56","Joans_56","Buddy_57","Joans_57","Ginger_58","Henry_59","Joans_60","Marshmallow_60","Joans_62","Henry_66","Ivy_67","Franc_68","Grogu_70"
"Ginger_2",0,0.509316770186335,0.490322580645161,0.261682242990654,0.493589743589744,0.532934131736527,0.204081632653061,0.573643410852713,0.413533834586466,0.318965517241379,0.595890410958904,0.5,0.545977011494253,0.603174603174603,0.489583333333333,0.556451612903226,0.377952755905512,0.61875,0.55,0.572649572649573,0.595588235294118,0.556451612903226,0.601449275362319,0.53,0.59504132231405,0.648854961832061,0.583333333333333,0.531914893617021,0.202020202020202,0.516949152542373,0.515789473684211,0.558139534883721,0.532608695652174,0.21,0.612676056338028,0.563025210084034,0.150537634408602,0.510869565217391,0.31304347826087,0.533333333333333,0.217821782178218,0.534883720930233,0.545454545454545,0.590909090909091,0.536842105263158,0.532608695652174,0.628787878787879,0.526881720430108,0.233009708737864,0.482352941176471,0.533898305084746,0.579365079365079,0.558333333333333,0.587837837837838,0.506024096385542,0.586206896551724,0.6,0.524271844660194,0.51063829787234,0.557251908396946,0.519230769230769,0.541666666666667,0.569230769230769,0.547619047619048,0.494505494505495,0.557522123893805,0.570175438596491,0.55045871559633,0.528301886792453,0.50561797752809,0.5625,0.202020202020202,0.57258064516129,0.185567010309278,0.622047244094488,0.633333333333333,0.581395348837209,0.511627906976744,0.56198347107438,0.616541353383459,0.217821782178218,0.61744966442953,0.587786259541985,0.520833333333333,0.534653465346535,0.368,0.535714285714286,0.5,0.546296296296296,0.605633802816901,0.536082474226804,0.522727272727273,0.530612244897959,0.53,0.533333333333333,0.658536585365854,0.560975609756098,0.514851485148515,0.535714285714286,0.65,0.516483516483517,0.5,0.177083333333333,0.523809523809524,0.506024096385542,0.560975609756098,0.577981651376147,0.551724137931034,0.281818181818182,0.584,0.471264367816092,0.51,0.584745762711864,0.481012658227848,0.548076923076923,0.536363636363636,0.518867924528302,0.261682242990654,0.193877551020408,0.522522522522523,0.3828125,0.583333333333333,0.360655737704918
"Padme_5",0.509316770186335,0,0.0613496932515337,0.365853658536585,0.0432098765432099,0.087719298245614,0.407407407407407,0.358024691358025,0.191358024691358,0.310975609756098,0.228395061728395,0.549382716049383,0.128491620111732,0.407407407407407,0.590062111801242,0.408536585365854,0.24390243902439,0.258620689655172,0.770186335403727,0.462962962962963,0.355421686746988,0.388888888888889,0.353293413173653,0.603658536585366,0.434782608695652,0.439759036144578,0.359756097560976,0.633540372670807,0.395061728395062,0.41358024691358,0.623456790123457,0.355828220858896,0.652173913043478,0.398773006134969,0.329341317365269,0.466666666666667,0.422360248447205,0.648148148148148,0.306748466257669,0.54320987654321,0.382716049382716,0.708074534161491,0.524390243902439,0.365853658536585,0.627329192546584,0.652173913043478,0.396341463414634,0.648148148148148,0.360248447204969,0.68944099378882,0.445121951219512,0.398773006134969,0.416149068322981,0.236363636363636,0.736196319018405,0.260606060606061,0.357575757575758,0.555555555555556,0.654545454545455,0.367469879518072,0.560975609756098,0.638036809815951,0.355828220858896,0.732919254658385,0.639751552795031,0.50609756097561,0.532934131736527,0.545454545454545,0.530864197530864,0.67283950617284,0.368098159509202,0.414634146341463,0.420731707317073,0.397515527950311,0.432926829268293,0.369318181818182,0.384146341463415,0.695652173913044,0.409937888198758,0.387878787878788,0.402439024390244,0.372881355932203,0.381818181818182,0.617283950617284,0.580246913580247,0.22360248447205,0.49079754601227,0.641975308641975,0.542682926829268,0.352941176470588,0.625766871165644,0.699386503067485,0.596273291925466,0.595092024539877,0.53416149068323,0.223529411764706,0.401234567901235,0.559006211180124,0.472049689440994,0.247058823529412,0.660493827160494,0.633540372670807,0.423312883435583,0.537037037037037,0.720496894409938,0.467455621301775,0.563636363636364,0.45679012345679,0.357575757575758,0.449101796407186,0.664596273291925,0.574074074074074,0.453416149068323,0.745341614906832,0.579268292682927,0.50920245398773,0.524691358024691,0.355828220858896,0.411042944785276,0.49079754601227,0.216049382716049,0.359756097560976,0.248447204968944
"Padme_6",0.490322580645161,0.0613496932515337,0,0.382716049382716,0.0802469135802469,0.100591715976331,0.45398773006135,0.404907975460123,0.217391304347826,0.337423312883436,0.198717948717949,0.532051282051282,0.151685393258427,0.45398773006135,0.574193548387097,0.445121951219512,0.259259259259259,0.242603550295858,0.761290322580645,0.442307692307692,0.371951219512195,0.416149068322981,0.36969696969697,0.579617834394904,0.412903225806452,0.457317073170732,0.386503067484663,0.6625,0.432098765432099,0.460122699386503,0.608974358974359,0.392638036809816,0.68125,0.43558282208589,0.355421686746988,0.49390243902439,0.4,0.685185185185185,0.343558282208589,0.525641025641026,0.429447852760736,0.696774193548387,0.560975609756098,0.392638036809816,0.67283950617284,0.638709677419355,0.423312883435583,0.685185185185185,0.346153846153846,0.67741935483871,0.47239263803681,0.375796178343949,0.393548387096774,0.26219512195122,0.709677419354839,0.286585365853659,0.384146341463415,0.601226993865031,0.624203821656051,0.393939393939394,0.588957055214724,0.674846625766871,0.402439024390244,0.72258064516129,0.625806451612903,0.542682926829268,0.560240963855422,0.573170731707317,0.567901234567901,0.66025641025641,0.404907975460123,0.432098765432099,0.378205128205128,0.434782608695652,0.450617283950617,0.337278106508876,0.411042944785276,0.683870967741936,0.4375,0.404907975460123,0.429447852760736,0.341176470588235,0.408536585365854,0.662576687116564,0.617283950617284,0.25,0.52760736196319,0.636942675159236,0.587878787878788,0.388235294117647,0.662576687116564,0.670967741935484,0.625,0.640243902439024,0.580246913580247,0.258823529411765,0.438271604938272,0.551282051282051,0.518518518518518,0.272189349112426,0.697530864197531,0.619354838709677,0.460122699386503,0.574074074074074,0.709677419354839,0.511764705882353,0.591463414634146,0.503067484662577,0.374233128834356,0.466666666666667,0.651612903225806,0.557692307692308,0.48125,0.735483870967742,0.607361963190184,0.563636363636364,0.570552147239264,0.392638036809816,0.457317073170732,0.52760736196319,0.263803680981595,0.386503067484663,0.275
"Ginger_7",0.261682242990654,0.365853658536585,0.382716049382716,0,0.366459627329193,0.384615384615385,0.111111111111111,0.474820143884892,0.328671328671329,0.172131147540984,0.496774193548387,0.466101694915254,0.412429378531073,0.466165413533835,0.508620689655172,0.477941176470588,0.240601503759399,0.526627218934911,0.654205607476635,0.544776119402985,0.435714285714286,0.489051094890511,0.443661971830986,0.4375,0.533333333333333,0.525179856115108,0.430656934306569,0.517857142857143,0.160714285714286,0.401574803149606,0.530434782608696,0.449275362318841,0.476635514018692,0.100917431192661,0.4375,0.395161290322581,0.214285714285714,0.457943925233645,0.195121951219512,0.508196721311475,0.142857142857143,0.560747663551402,0.365217391304348,0.437956204379562,0.453703703703704,0.544642857142857,0.463235294117647,0.457943925233645,0.220338983050847,0.532710280373832,0.352459016393443,0.510791366906475,0.522058823529412,0.42,0.579439252336449,0.425675675675676,0.438848920863309,0.407079646017699,0.526315789473684,0.416058394160584,0.389380530973451,0.458715596330275,0.460431654676259,0.598130841121495,0.526785714285714,0.394957983193277,0.394957983193277,0.382608695652174,0.427350427350427,0.522935779816514,0.463768115942029,0.110091743119266,0.514492753623188,0.128440366972477,0.462121212121212,0.534591194968553,0.425373134328358,0.542056074766355,0.481203007518797,0.441176470588235,0.0740740740740741,0.5375,0.433823529411765,0.425925925925926,0.428571428571429,0.294117647058824,0.426229508196721,0.490909090909091,0.418803418803419,0.462585034013605,0.425925925925926,0.523364485981308,0.464285714285714,0.423423423423423,0.457627118644068,0.506024096385542,0.458646616541353,0.504201680672269,0.439024390243902,0.493827160493827,0.476635514018692,0.517857142857143,0.12037037037037,0.422413793103448,0.579439252336449,0.470149253731343,0.380530973451327,0.419354838709677,0.11304347826087,0.410852713178295,0.5625,0.525,0.522727272727273,0.616822429906542,0.357798165137615,0.450819672131148,0.418803418803419,0.0892857142857143,0.185840707964602,0.38655462184874,0.284671532846715,0.430656934306569,0.285714285714286
"Padme_7",0.493589743589744,0.0432098765432099,0.0802469135802469,0.366459627329193,0,0.0718562874251497,0.408805031446541,0.348101265822785,0.165605095541401,0.289308176100629,0.2375,0.544303797468354,0.114285714285714,0.388535031847134,0.576923076923077,0.379746835443038,0.208860759493671,0.267441860465116,0.762820512820513,0.455696202531646,0.345679012345679,0.369426751592357,0.343558282208589,0.617283950617284,0.426751592356688,0.432098765432099,0.339622641509434,0.621794871794872,0.365384615384615,0.394904458598726,0.611464968152866,0.32484076433121,0.641025641025641,0.379746835443038,0.339393939393939,0.459627329192547,0.403846153846154,0.628205128205128,0.284810126582278,0.537974683544304,0.39375,0.698717948717949,0.51875,0.345911949685535,0.624203821656051,0.641025641025641,0.3875,0.628205128205128,0.360759493670886,0.67948717948718,0.4375,0.389937106918239,0.397435897435897,0.234567901234568,0.727848101265823,0.248447204968944,0.347826086956522,0.54140127388535,0.652173913043478,0.347826086956522,0.55625,0.626582278481013,0.335443037974684,0.724358974358974,0.628205128205128,0.5,0.52760736196319,0.540372670807453,0.506410256410256,0.670886075949367,0.348101265822785,0.40625,0.4125,0.388535031847134,0.40506329113924,0.369942196531792,0.375,0.685897435897436,0.391025641025641,0.36875,0.383647798742138,0.373563218390805,0.372670807453416,0.605095541401274,0.557692307692308,0.198717948717949,0.484276729559748,0.647798742138365,0.528301886792453,0.372781065088757,0.605095541401274,0.689873417721519,0.583333333333333,0.582278481012658,0.528662420382166,0.252941176470588,0.371794871794872,0.554140127388535,0.464968152866242,0.255952380952381,0.641025641025641,0.621794871794872,0.394904458598726,0.512820512820513,0.711538461538462,0.469879518072289,0.559006211180124,0.459119496855346,0.327044025157233,0.441717791411043,0.653846153846154,0.569620253164557,0.435897435897436,0.737179487179487,0.583850931677019,0.521739130434783,0.509554140127389,0.376543209876543,0.4125,0.484276729559748,0.191082802547771,0.339622641509434,0.246835443037975
"Charles_9",0.532934131736527,0.087719298245614,0.100591715976331,0.384615384615385,0.0718562874251497,0,0.452941176470588,0.396449704142012,0.226190476190476,0.321428571428571,0.272189349112426,0.562874251497006,0.0681818181818182,0.434523809523809,0.610778443113772,0.42603550295858,0.245508982035928,0.288888888888889,0.784431137724551,0.479041916167665,0.355029585798817,0.416666666666667,0.343195266272189,0.607142857142857,0.461077844311377,0.428571428571429,0.369047619047619,0.652694610778443,0.413173652694611,0.440476190476191,0.642857142857143,0.375,0.67065868263473,0.407185628742515,0.339181286549708,0.464285714285714,0.449101796407186,0.658682634730539,0.317365269461078,0.55688622754491,0.410714285714286,0.716867469879518,0.538461538461538,0.375,0.654761904761905,0.662650602409638,0.414201183431953,0.650602409638554,0.398809523809524,0.706586826347305,0.452380952380952,0.42603550295858,0.44311377245509,0.248520710059172,0.736526946107784,0.282352941176471,0.366863905325444,0.577380952380952,0.648809523809524,0.376470588235294,0.56547619047619,0.640718562874252,0.384615384615385,0.748502994011976,0.658682634730539,0.520710059171598,0.529411764705882,0.541666666666667,0.544910179640719,0.682634730538922,0.396449704142012,0.413173652694611,0.419161676646707,0.434523809523809,0.431137724550898,0.312138728323699,0.402366863905325,0.712574850299401,0.437125748502994,0.377245508982036,0.410714285714286,0.325714285714286,0.4,0.636904761904762,0.592814371257485,0.25748502994012,0.497005988023952,0.652694610778443,0.564705882352941,0.380681818181818,0.636904761904762,0.70059880239521,0.616766467065868,0.615384615384615,0.56547619047619,0.255681818181818,0.419161676646707,0.589285714285714,0.505952380952381,0.268571428571429,0.67065868263473,0.652694610778443,0.440476190476191,0.550898203592814,0.728915662650602,0.482758620689655,0.55952380952381,0.49112426035503,0.357142857142857,0.447058823529412,0.682634730538922,0.586826347305389,0.479041916167665,0.760479041916168,0.583333333333333,0.541176470588235,0.547619047619048,0.403508771929825,0.437869822485207,0.497005988023952,0.25,0.369047619047619,0.291666666666667
"Franc_9",0.204081632653061,0.407407407407407,0.45398773006135,0.111111111111111,0.408805031446541,0.452941176470588,0,0.46969696969697,0.375886524822695,0.194915254237288,0.551948051948052,0.486725663716814,0.477528089887641,0.484375,0.518181818181818,0.472868217054264,0.303030303030303,0.577380952380952,0.646464646464646,0.598484848484849,0.496402877697842,0.49618320610687,0.50354609929078,0.526785714285714,0.575757575757576,0.58695652173913,0.470149253731343,0.485436893203884,0.115384615384615,0.391666666666667,0.527777777777778,0.454545454545455,0.438775510204082,0.087378640776699,0.496503496503497,0.43801652892562,0.19047619047619,0.418367346938775,0.203389830508475,0.517241379310345,0.0961538461538461,0.530612244897959,0.410714285714286,0.477611940298507,0.397959183673469,0.514563106796116,0.503759398496241,0.434343434343434,0.230088495575221,0.5,0.408333333333333,0.551470588235294,0.530769230769231,0.486666666666667,0.607843137254902,0.472602739726027,0.5,0.380952380952381,0.589285714285714,0.443609022556391,0.422018348623853,0.435643564356436,0.454545454545455,0.556701030927835,0.509615384615385,0.426086956521739,0.439655172413793,0.414414414414414,0.403669724770642,0.519607843137255,0.46969696969697,0.150943396226415,0.576642335766423,0.116504854368932,0.503875968992248,0.60625,0.453846153846154,0.510204081632653,0.476190476190476,0.514705882352941,0.0776699029126214,0.608695652173913,0.462121212121212,0.36734693877551,0.403846153846154,0.292307692307692,0.444444444444444,0.485436893203884,0.423423423423423,0.510344827586207,0.4,0.549019607843137,0.442307692307692,0.382352941176471,0.45045045045045,0.566265060240964,0.452380952380952,0.5,0.417391304347826,0.56441717791411,0.438775510204082,0.5,0.0505050505050505,0.398148148148148,0.551020408163265,0.4765625,0.441441441441441,0.41025641025641,0.168141592920354,0.464566929133858,0.548076923076923,0.535087719298246,0.5546875,0.577319587628866,0.405660377358491,0.456896551724138,0.37962962962963,0.111111111111111,0.160377358490566,0.403508771929825,0.269230769230769,0.470149253731343,0.296875
"Grogu_9",0.573643410852713,0.358024691358025,0.404907975460123,0.474820143884892,0.348101265822785,0.396449704142012,0.46969696969697,0,0.42,0.350746268656716,0.313868613138686,0.357798165137615,0.423728813559322,0.421875,0.401869158878505,0.119266055045872,0.294117647058824,0.396103896103896,0.660377358490566,0.526717557251908,0.11304347826087,0.0476190476190476,0.144067796610169,0.508620689655172,0.492307692307692,0.539568345323741,0.0810810810810811,0.438095238095238,0.430769230769231,0.352459016393443,0.40952380952381,0.0727272727272727,0.466666666666667,0.458646616541353,0.15702479338843,0.271929824561404,0.465116279069767,0.476635514018692,0.345864661654135,0.363636363636364,0.451127819548872,0.552380952380952,0.353982300884956,0.0900900900900901,0.428571428571429,0.466666666666667,0.419847328244275,0.476635514018692,0.424242424242424,0.523809523809524,0.433070866141732,0.136363636363636,0.104761904761905,0.206106870229008,0.623853211009174,0.181102362204724,0.130434782608696,0.336448598130841,0.593220338983051,0.114035087719298,0.392857142857143,0.490909090909091,0.0727272727272727,0.59047619047619,0.447619047619048,0.327433628318584,0.370689655172414,0.385964912280702,0.314814814814815,0.527777777777778,0.108108108108108,0.5,0.1875,0.458015267175573,0.453846153846154,0.313868613138686,0.133928571428571,0.533333333333333,0.0952380952380952,0.432835820895522,0.462686567164179,0.330935251798561,0.116071428571429,0.429906542056075,0.373831775700935,0.217054263565891,0.333333333333333,0.495412844036697,0.366071428571429,0.163934426229508,0.429906542056075,0.568807339449541,0.380952380952381,0.383177570093458,0.333333333333333,0.291666666666667,0.102803738317757,0.37037037037037,0.19047619047619,0.283687943262411,0.495327102803738,0.438095238095238,0.465648854961832,0.308411214953271,0.571428571428572,0.294117647058824,0.439655172413793,0.220183486238532,0.395522388059702,0.264957264957265,0.485714285714286,0.394495412844037,0.480314960629921,0.609523809523809,0.433628318584071,0.330357142857143,0.289719626168224,0.452554744525547,0.473684210526316,0.303571428571429,0.207692307692308,0.0810810810810811,0.300751879699248
"Henry_9",0.413533834586466,0.191358024691358,0.217391304347826,0.328671328671329,0.165605095541401,0.226190476190476,0.375886524822695,0.42,0,0.24113475177305,0.324675324675325,0.517985611510791,0.241379310344828,0.352517985611511,0.511278195488722,0.442953020134228,0.261744966442953,0.349397590361446,0.71969696969697,0.382352941176471,0.425806451612903,0.410958904109589,0.43312101910828,0.601398601398601,0.39568345323741,0.391608391608392,0.421052631578947,0.56390977443609,0.301470588235294,0.459459459459459,0.594202898550725,0.395973154362416,0.617647058823529,0.354609929078014,0.4375,0.444444444444444,0.345588235294118,0.602941176470588,0.24822695035461,0.542253521126761,0.359154929577465,0.683823529411765,0.510489510489511,0.427631578947368,0.608695652173913,0.617647058823529,0.363636363636364,0.602941176470588,0.297101449275362,0.661764705882353,0.493333333333333,0.453333333333333,0.462585034013605,0.382716049382716,0.688888888888889,0.407407407407407,0.438709677419355,0.525179856115108,0.621428571428571,0.418300653594771,0.521428571428571,0.611510791366906,0.406666666666667,0.713235294117647,0.602941176470588,0.47887323943662,0.530612244897959,0.534722222222222,0.496402877697842,0.661870503597122,0.398648648648649,0.35,0.456375838926175,0.328467153284672,0.371428571428571,0.455089820359281,0.457516339869281,0.669117647058823,0.45578231292517,0.354166666666667,0.347517730496454,0.43030303030303,0.454545454545455,0.597122302158273,0.543478260869565,0.251700680272109,0.471830985915493,0.635714285714286,0.52112676056338,0.43125,0.597122302158273,0.673913043478261,0.551470588235294,0.581560283687943,0.477941176470588,0.345454545454546,0.456375838926175,0.528985507246377,0.438848920863309,0.329192546583851,0.617647058823529,0.595588235294118,0.359712230215827,0.492753623188406,0.669172932330827,0.445945945945946,0.575342465753425,0.454545454545455,0.295774647887324,0.456375838926175,0.601503759398496,0.525547445255474,0.345864661654135,0.699248120300752,0.573426573426573,0.471428571428571,0.489208633093525,0.340277777777778,0.345323741007194,0.471830985915493,0.266666666666667,0.421052631578947,0.267123287671233
"Ivy_9",0.318965517241379,0.310975609756098,0.337423312883436,0.172131147540984,0.289308176100629,0.321428571428571,0.194915254237288,0.350746268656716,0.24113475177305,0,0.45859872611465,0.416666666666667,0.352272727272727,0.456521739130435,0.457627118644068,0.4,0.186567164179104,0.482352941176471,0.692307692307692,0.563380281690141,0.335766423357664,0.37593984962406,0.345323741007194,0.504065040650406,0.531914893617021,0.534246575342466,0.303030303030303,0.491379310344828,0.146551724137931,0.356589147286822,0.504201680672269,0.335820895522388,0.517241379310345,0.184873949579832,0.352112676056338,0.252100840336134,0.198275862068966,0.5,0.075,0.434426229508197,0.191666666666667,0.594827586206897,0.34453781512605,0.310606060606061,0.482758620689655,0.517241379310345,0.453900709219858,0.5,0.159663865546218,0.568965517241379,0.372093023255814,0.434782608695652,0.409090909090909,0.337837837837838,0.612068965517241,0.342465753424658,0.36231884057971,0.370689655172414,0.560975609756098,0.325925925925926,0.367521367521367,0.512605042016807,0.335820895522388,0.629310344827586,0.5,0.305084745762712,0.373983739837398,0.361344537815126,0.35042735042735,0.571428571428572,0.362962962962963,0.177966101694915,0.414814814814815,0.210084033613445,0.463768115942029,0.468354430379747,0.345864661654135,0.577586206896552,0.401515151515151,0.454545454545455,0.129310344827586,0.471698113207547,0.355555555555556,0.456896551724138,0.405172413793103,0.174242424242424,0.365853658536585,0.541666666666667,0.40983606557377,0.356643356643357,0.47008547008547,0.560344827586207,0.439655172413793,0.453781512605042,0.394957983193277,0.442424242424242,0.378787878787879,0.428571428571429,0.282051282051282,0.438271604938272,0.517241379310345,0.491379310344828,0.188034188034188,0.344827586206897,0.612068965517241,0.353846153846154,0.426229508196721,0.291666666666667,0.116666666666667,0.301587301587302,0.53448275862069,0.45,0.521739130434783,0.646551724137931,0.406779661016949,0.377049180327869,0.327586206896552,0.15702479338843,0.260162601626016,0.338842975206612,0.151515151515151,0.303030303030303,0.257352941176471
